"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover in Lacs","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"TATAMOTORS","EQ","29-Jul-2015","        370.10","        373.90","        379.95","        372.70","        379.00","        376.45","        375.43","    9532212","      35786.48","      86033","    7164626","         75.16"
"TATAMOTORS","EQ","30-Jul-2015","        376.45","        381.65","        382.50","        376.00","        379.00","        377.45","        378.71","    6562559","      24853.35","      71589","    4209895","         64.15"
"TATAMOTORS","EQ","31-Jul-2015","        377.45","        380.80","        390.50","        380.05","        384.00","        383.85","        384.71","    6947628","      26728.51","      85495","    4207491","         60.56"
"TATAMOTORS","EQ","03-Aug-2015","        383.85","        386.35","        394.40","        382.00","        387.55","        388.20","        390.27","    6647982","      25945.00","      82764","    4034617","         60.69"
"TATAMOTORS","EQ","04-Aug-2015","        388.20","        385.90","        387.00","        378.00","        381.15","        380.75","        381.85","    5621275","      21464.57","      90701","    3425007","         60.93"
"TATAMOTORS","EQ","05-Aug-2015","        380.75","        378.75","        388.50","        375.10","        376.00","        376.40","        381.57","    8298929","      31666.64","      89891","    4358762","         52.52"
"TATAMOTORS","EQ","06-Aug-2015","        376.40","        376.50","        384.70","        373.20","        382.60","        383.10","        379.56","    7976356","      30275.32","     106410","    3797992","         47.62"
"TATAMOTORS","EQ","07-Aug-2015","        383.10","        382.40","        396.00","        382.40","        392.75","        393.40","        390.03","   10706804","      41759.63","     168792","    4709971","         43.99"
"TATAMOTORS","EQ","10-Aug-2015","        393.40","        384.00","        395.30","        382.10","        383.00","        385.70","        389.21","   14494111","      56412.18","     154534","    7078807","         48.84"
"TATAMOTORS","EQ","11-Aug-2015","        385.70","        387.10","        388.00","        367.55","        367.85","        369.15","        375.25","    9984809","      37467.50","     127909","    6097255","         61.07"
"TATAMOTORS","EQ","12-Aug-2015","        369.15","        365.00","        365.85","        353.55","        356.40","        355.20","        357.65","   11107801","      39726.58","     124365","    7308372","         65.79"
